key,name,cap,document_date,url,header,cash,cash_unit,debt,debt_unit
ASE,ASTUTE METALS NL,16160135,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s23vzf3y189p.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,240",$A’000,-,$A’000
HLX,HELIX RESOURCES LIMITED,16262021,2023-07-11,https://announcements.asx.com.au/asxpdf/20230712/pdf/05rk8tkrm8shq4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,873",$A’000,-,$A’000
VMM,VIRIDIS MINING AND MINERALS LIMITED,16283029,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2j26hfsxbvc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,241",$A’000,Unused,$A’000
PTR,PETRATHERM LTD,16406833,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryyrs5jfdb0c.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,539",$A’000,Unused,$A’000
PGO,PACGOLD LIMITED,16415138,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s24cqdlydbcb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,513",$A’000,-,$A’000
RDN,RAIDEN RESOURCES LIMITED,16442151,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx8xw9v26kgw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,*Refer,$A’000,-,$A’000
SRK,STRIKE RESOURCES LIMITED,16457500,2023-04-28,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p31mbpbrhlkk.pdf,Quarterly Activities and Cash Flow Reports - 31 March 2023,"1,123",,"10,770",
RIE,RIEDEL RESOURCES LIMITED,16475256,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2nklgrgqjh7.pdf,Quarterly Activities/ Appendix 5B Cash Flow Report,"2,829",$A’000,-,$A’000
AL3,AML3D LIMITED,16488760,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0g1fdsh6rtf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,534",$A’000,-,$A’000
ATX,AMPLIA THERAPEUTICS LIMITED,16490492,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3pd33ghb37z.pdf,ATX Quarterly Activities and Cashflow Reports - June 23 Qtr,"7,829",$A’000,"2,100",$A’000
LDR,LODE RESOURCES LTD,16551542,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzbs2jp79wrc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,792",$A’000,-,$A’000
GMR,GOLDEN RIM RESOURCES LTD,16564474,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4f1l0zvxksn.pdf,Quarterly Activities and Cashflow Report - June 2023,"1,639",$A’000,-,$A’000
KNG,KINGSLAND MINERALS LTD,16615443,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxfwg2jyjggy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,187",$A’000,-,$A’000
AGH,ALTHEA GROUP HOLDINGS LIMITED,16647113,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rgy8jj9vgs31.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,278",$A’000,Unused,$A’000
ATP,ATLAS PEARLS LTD,16686999,2022-10-31,https://announcements.asx.com.au/asxpdf/20221031/pdf/45h1s59hsnwdds.pdf,September 2022 Quarterly Update and Appendix 4C,"1,911",,,Amount
MRR,MINREX RESOURCES LIMITED,16815446,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3s34mrdrmrj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"11,698",$A’000,-,$A’000
AXI,AXIOM PROPERTIES LIMITED,16875833,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzsb9g08j9d0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"13,565",$A’000,Unused,$A’000
KFM,KINGFISHER MINING LTD,16920225,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3s74jjssvmg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,379",$A’000,-,$A’000
G50,GOLD 50 LIMITED,16961875,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5j8s7q7bns4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,688,$A’000,-,$A’000
ATH,ALTERITY THERAPEUTICS LIMITED,17079283,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s56grf68815z.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"15,773",$A’000,-,$A’000
CHR,CHARGER METALS NL,17081451,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s441dmqv1cn1.pdf,Quarterly Cashflow Report,"4,258",$A’000,-,$A’000
KRR,KING RIVER RESOURCES LIMITED,17088774,2023-07-06,https://announcements.asx.com.au/asxpdf/20230706/pdf/05rdbsw7s9zzlp.pdf,Quarterly Cash Flow Report,"3,146",$A’000,-,$A’000
VIG,VICTOR GROUP HOLDINGS LIMITED,17166800,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pvk2grl4ql.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,767,$A’000,-,$A’000
RNE,RENU ENERGY LIMITED,17179583,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s41gvyyjsxr2.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,308",$A’000,-,$A’000
FRM,FARM PRIDE FOODS LIMITED,17262943,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5rrns91vr89.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,988",$A’000,"15,815",$A’000
ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,17336274,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2hst1s3jz6v.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,286",$A’000,"1,968",$A’000
PAT,PATRIOT LITHIUM LIMITED,17365000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nj4kvl3h03.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,103",$A’000,-,$A’000
FFG,FATFISH GROUP LIMITED,17411182,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5sv7sywdj3z.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,095",,Unused,Amount
RNO,RHINOMED LIMITED,17428901,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4666pfmh5m1.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,226,$A’000,"5,790",$A’000
PGM,PLATINA RESOURCES LIMITED,17449049,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s545wdmz8h02.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,497,$A’000,Unused,$A’000
ADV,ARDIDEN LTD,17474180,2023-07-19,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rssfdn95ngms.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"9,353*",$A’000,Nil,$A’000
MM8,MEDALLION METALS LIMITED.,17513917,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s52bs40pbthm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,498,$A’000,"4,000",$A’000
ALY,ALCHEMY RESOURCES LIMITED,17671144,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5yg60bcchd8.pdf,Quarterly Cashflow Report - June 2023,"5,005",$A’000,-,$A’000
BTE,BOTALA ENERGY LTD,17704647,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4l6dwfqk2jg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,867",$A’000,17,$A’000
AAU,ANTILLES GOLD LIMITED,17709993,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jjydn02kw3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,165",$US’000,563,$US’000
ETR,ENTYR LIMITED,17791685,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4n7w2v881jp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,347",$A’000,"2,600",$A’000
ABE,AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,17803077,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49v877v2v33.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,863",$A’000,-,$A’000
CNQ,CLEAN TEQ WATER LIMITED,17941740,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1w2vc5r7m32.pdf,June 2023 Quarterly Activities Report and Appendix 4C,"4,848",A$’000,-,A$’000
ENA,ENSURANCE LTD,18031185,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s59ycms1bvfj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,428",$A’000,-,$A’000
EVZ,EVZ LIMITED,18093288,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20c7g83xmzv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,,$A’000,"4,549",$A’000
TRP,TISSUE REPAIR LTD,18139453,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ryccj2kjc3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"21,396",$A’000,-,$A’000
GMN,GOLD MOUNTAIN LIMITED,18152629,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4r042705nhc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,301",$A’000,-,$A’000
AT1,ATOMO DIAGNOSTICS LIMITED,18176068,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0dczns0fx3b.pdf,Appendix 4C - 30 June 2023,"6,470",,-,
EGY,ENERGY TECHNOLOGIES LIMITED,18233631,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s267hvvhvknp.pdf,Appendix 4C and Cover Ltr qtr ending 30 June 2023,49,$A’000,"11,925",$A’000
FZR,FITZROY RIVER CORPORATION LTD,18352223,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3ps37zxytjm.pdf,Quarterly Activities & Cashflow Report,"1,758",$A’000,Unused,$A’000
CMD,CASSIUS MINING LIMITED,18378944,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s244vzn332p0.pdf,Appendix 5B,"1,454",$A’000,-,$A’000
GGE,GRAND GULF ENERGY LIMITED,18427717,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qv8rjwmzmr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,223",$A’000,-,$A’000
OKR,OKAPI RESOURCES LIMITED,18508602,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2vj2278lb8x.pdf,Quarterly Cashflow Report,"1,469",$A’000,-,$A’000
SKS,SKS TECHNOLOGIES GROUP LIMITED,18594966,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryz6w2kqvdp0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,9,$A’000,"1,761",$A’000
8CO,8COMMON LIMITED,18599877,2023-07-11,https://announcements.asx.com.au/asxpdf/20230711/pdf/05rjfh5nh2k80c.pdf,Appendix 4C and Activity Report,"1,812",$A’000,-,$A’000
BPH,BPH ENERGY LTD,18604710,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rm4y5k1m6zq0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,614",$A’000,88,$A’000
E33,EAST 33 LIMITED..,18687193,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7z5t04w6hl.pdf,Quarterly Cash Flow Report & Appendix 4C,893,$A’000,"14,215",$A’000
GSR,GREENSTONE RESOURCES LIMITED,18773367,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3pz42dtw3x5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,057",$A’000,-,$A’000
NIM,NIMY RESOURCES LIMITED,18866370,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5z4wbccffc0.pdf,Quarterly Activities and Cashflow Report,621,$A’000,-,$A’000
AML,AEON METALS LIMITED.,18878511,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s46d80jvz51t.pdf,Quarterly Activities Report and Appendix 5B,"1,271",$A’000,"35,766",$A’000
BTR,BRIGHTSTAR RESOURCES LIMITED,18888183,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s445f193174g.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,425,$A’000,Unused,$A’000
RDM,RED METAL LIMITED,18910564,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s44ppvx5lv08.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,649",$A’000,-,$A’000
BMR,BALLYMORE RESOURCES LIMITED,19005644,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5b4lb0w1pm0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,475",$A’000,Unused,$A’000
ZLD,ZELIRA THERAPEUTICS LIMITED,19063220,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hy9v5bl80v.pdf,Appendix 4C Cash Flow Report,146,$A’000,-,$A’000
C1X,COSMOS EXPLORATION LIMITED,19066250,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rryq8jvzcyqv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,560",$A’000,Unused,$A’000
SHN,SUNSHINE METALS LIMITED,19075009,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4f5kw6ql31t.pdf,Appendix 5B Cash Flow Report,"3,332",$A’000,-,$A’000
VTM,VICTORY METALS LIMITED,19152791,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqrlsgw1h7y2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,118",$A’000,-,$A’000
NAG,NAGAMBIE RESOURCES LIMITED,19196968,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48dqcc7bhf9.pdf,Quarterly Appendix 5B Cash Flow Report,"1,715",$A’000,496,$A’000
SHP,SOUTH HARZ POTASH LTD,19200398,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s614vhydm6tg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,267",$A’000,0,$A’000
AJL,AJ LUCAS GROUP LIMITED,19260215,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hjq2prxglj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"14,045",$A’000,"126,910",$A’000
CG1,CARBONXT GROUP LIMITED,19270921,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5rtqp2xhjj2.pdf,Appendix 4C,"4,305",$A’000,"15,000",$A’000
NUC,NUCHEV LIMITED,19413674,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzjm0j5jvhs0.pdf,Quarterly Activities Report & Appendix 4C,6,,financing,$A'000
BIR,BIR FINANCIAL LIMITED,19487840,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5bz6jxqxnqs.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,90,$A’000,"1,330",$A’000
IBX,IMAGION BIOSYSTEMS LIMITED,19586499,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4wtjbhx6kjv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,454,$A’000,"2,500",$A’000
JAL,JAMESON RESOURCES LIMITED,19967066,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s18t48c6b5ry.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,513",$A’000,-,$A’000
LVH,LIVEHIRE LIMITED,19972935,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryyytg055264.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,462",$A’000,Unused,$A’000
FXG,FELIX GOLD LIMITED,19981511,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1kgps4qv2zv.pdf,Quarterly Activities and Cashflow Report,"1,259",$A’000,-,$A’000
ADR,ADHERIUM LIMITED,19997633,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22ljghzkgv5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"9,077",$A’000,-,$A’000
NSX,NSX LIMITED,20059903,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5k2nglfc9l8.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,426",$A’000,-,$A’000
CLU,CLUEY LTD,20161357,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz5pk5l5ztv0.pdf,June 2023 Quarterly Activities Report & Appendix 4C,"14,700",,0,
BIO,BIOME AUSTRALIA LIMITED,20181255,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zkqf6pghw7.pdf,Quarterly Activities & Cashflow Report,"2,261",$A’000,645,$A’000
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,20279547,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1lwlvlvfrn3.pdf,June 2023 Quarterly Activities and Cashflow Report,"2,962",$A’000,-,$A’000
CF1,COMPLII FINTECH SOLUTIONS LTD,20414495,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rt050170wk94.pdf,June 2023 Quarterly Activities Report and Appendix 4C,"5,798",,-,$A’000
DTR,DATELINE RESOURCES LIMITED,20564914,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0yd4f7y1h35.pdf,Quarterly Cash Flow Report,Note:,,-,
PAB,PATRYS LIMITED,20574173,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz6ttj8c1fwl.pdf,Appendix 4C - Quarterly - 30 June 2023,"3,045*",$A’000,-,$A’000
MLS,METALS AUSTRALIA LTD,20593194,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nvyqn24d1b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"15,921",$A’000,-,$A’000
HMD,HERAMED LIMITED,20684050,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fbnnp3xytm.pdf,Quarterly Activities & Cashflow Report,824,$USD’000,-,$USD’000
AS2,ASKARI METALS LIMITED,20710374,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4thr44s0t54.pdf,Quarterly Appendix 5B Cash Flow Report,"3,453",$A’000,-,$A’000
PHO,PHOSCO LTD,20855415,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzjj9n83k5yr.pdf,June 2023 Quarterly Activities and Cashflow Report,"1,192",$A’000,-,$A’000
VSR,VOLTAIC STRATEGIC RESOURCES LTD,20906858,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4zgrs73cpr3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,327",$’000,-,$’000
ALV,ALVO MINERALS LIMITED,20938715,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4svvy6fqzsq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,478",$A’000,-,$A’000
CBE,COBRE LIMITED,20944503,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4qnq34wryfd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,766",$A’000,-,$A’000
XRG,XREALITY GROUP LTD,20978290,2023-07-14,https://announcements.asx.com.au/asxpdf/20230714/pdf/05rmq3wy8zw3g0.pdf,Quarterly Activities Report and Appendix 4C - 30 Jun 23,"1,383,160",$A,"7,582,333",$A
CHM,CHIMERIC THERAPEUTICS LIMITED,21176118,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s597pc5s7gqn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,370",$A’000,-,$A’000
AYA,ARTRYA LIMITED,21205528,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rws6gws6nm2f.pdf,Quarterly Activity Report and Appendix 4C-June 2023,"20,132",$A’000,-,$A’000
ROG,RED SKY ENERGY LIMITED.,21208909,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s15n71jyc16s.pdf,Quarterly Activities and Cashflow Report,"3,330",$A’000,Unused,$A’000
FRX,FLEXIROAM LIMITED,21234935,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4c0t9fdzvwq.pdf,Quarterly Update and Appendix 4C - June 2023,"1,299",$A’000,-,$A’000
LNR,LANTHANEIN RESOURCES LTD,21309936,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0bhxlqqgzj0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,892",$A’000,-,$A’000
SKY,SKY METALS LIMITED,21364169,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s599ylspr9rk.pdf,Quarterly Cashflow Report - June 2023,"3,878",$A’000,-,$A’000
ABX,ABX GROUP LIMITED,21464718,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4sd1x0m2xmv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,919",$A’000,-,$A’000
BBX,BBX MINERALS LIMITED,21514530,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s59lqvl02h6d.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,655",$A’000,"2,250",$A’000
OD6,OD6 METALS LIMITED,21514656,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rgz7s11y0j9p.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,515",$A’000,-,$A’000
YBR,YELLOW BRICK ROAD HOLDINGS LIMITED,21541176,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1rtlcd45y32.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"8,059",$A’000,"1,188",$A’000
LM1,LEEUWIN METALS LTD,21541835,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5d5cgf0vmd4.pdf,June 2023 Quarterly Activities Report and Appendix 5B,"6,065",$A’000,-,$A’000
SKF,SKYFII LTD,21589408,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4k2c33rkn7g.pdf,Skyfii Quarterly Business Review and Appendix 4C,"3,788",$A’000,"2,050",$A’000
OCN,OCEANA LITHIUM LIMITED,21596970,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s61bzsfc8459.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,717",$A’000,-,$A’000
CPN,CASPIN RESOURCES LIMITED,21681103,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxrj38dfd8r5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,255",$A’000,Nil,$A’000
POD,PODIUM MINERALS LIMITED,21860196,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3qh51zwpp4f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,557",$A’000,-,$A’000
ICL,ICENI GOLD LIMITED,21900000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5p4lkkjrdf1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,011",$A’000,789,$A’000
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,22040599,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rsxztnyfsp44.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,015",US$’000,"2,649",US$’000
SCN,SCORPION MINERALS LIMITED,22125196,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5zv0zd5b739.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,389,$A’000,"1,175",$A’000
QML,QMINES LIMITED,22152989,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4r6pz1jzxrc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,291",$A’000,-,$A’000
ARN,ALDORO RESOURCES LIMITED,22212918,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s14ls97h4c2j.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,899",$A’000,-,$A’000
HRZ,HORIZON MINERALS LIMITED,22303478,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryx2krfy53d6.pdf,Quarterly Cash Flow Report 30 June 2023,"5,799",$A’000,"US$5,000",US$
MAG,MAGMATIC RESOURCES LIMITED,22315574,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1qcsq7zryx8.pdf,Quarterly Cashflow Report - June 2023,"2,855",$A’000,-,$A’000
MZZ,MATADOR MINING LIMITED,22390491,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzly94m824zm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,513",$CAD’000,109,$CAD’000
WIA,WIA GOLD LIMITED,22441693,2023-07-24,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxm59ksmd5tf.pdf,June Quarterly Activities Report and Appendix 5B,"1,216",$A’000,-,$A’000
YOJ,YOJEE LIMITED,22669248,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz4klm4tzzbh.pdf,Quarterly Activities Report & Appendix 4C - Jun 2023,"3,581",$A’000,-,$A’000
S3N,SENSORE LTD.,22751576,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3wryfybj8kp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,881",$A’000,320,$A’000
TAL,TALIUS GROUP LIMITED,22786393,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rszlt4t9ds34.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,992,$A’000,102,$A’000
VBS,VECTUS BIOSYSTEMS LIMITED,22871493,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s29q0g2bljs4.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,,,-,
TCO,TRANSMETRO CORPORATION LIMITED,22884550,2022-10-21,https://announcements.asx.com.au/asxpdf/20221021/pdf/45gkztqygwcyn9.pdf,Quarterly Appendix 4C Cash Flow Report,"6,143",,-,Amount
DOC,DOCTOR CARE ANYWHERE GROUP PLC,23104736,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtv21ngkbw0b.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"6,242",£’000,"7,500",£’000
SPN,SPARC TECHNOLOGIES LIMITED,23124332,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s155jhn7kvqr.pdf,Quarterly activities and cashflow report,"2,957",$A’000,0,$A’000
TCG,TURACO GOLD LIMITED,23124967,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s443fkvwk22c.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,269",$A’000,-,$A’000
EMC,EVEREST METALS CORPORATION LTD,23297960,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwjt7jbmccxp.pdf,Quarterly Cashflow Report - June 2023,"2,146",$A’000,-,$A’000
RVS,REVASUM INC.,23301664,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry8cl1nx5m35.pdf,Q2 Quarterly Appendix 4C,693,$US’000,"7,750",$US’000
