key,name,cap,document_date,url,header,cash,cash_unit,debt,debt_unit
WKT,WALKABOUT RESOURCES LTD,76190579,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s11j4wjrlxw0.pdf,Quarterly Appendix 5B Cash Flow Report,73,$A’000,"1,400",$A’000
AUT,AUTECO MINERALS LTD,76323598,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3vf0mzdzw5b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,298",$A’000,Unused,$A’000
SXG,SOUTHERN CROSS GOLD LTD,76376859,2023-06-30,https://announcements.asx.com.au/asxpdf/20230630/pdf/05r5l53rg9p47z.pdf,SXG May 2023 Quarterly Activities Report & Appendix 5B,"15,187",$A’000,-,$A’000
EIQ,ECHOIQ LIMITED,76438928,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryvx3xz7dhxb.pdf,Appendix 4C Cash Flow Report,"3,278",$A’000,-,$A’000
OEL,OTTO ENERGY LIMITED,76720156,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s491z3tydywx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"25,856",$US’000,-,$US’000
RXL,ROX RESOURCES LIMITED,76901480,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwnjrb9yvp3v.pdf,Quarterly Activities and Cash Flow Reports - June 2023,"3,467)",$A’000,Unused,$A’000
OCC,ORTHOCELL LIMITED,76948198,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s447ltrc3kw6.pdf,Quarterly Activity Report & Appendix 4C,"24,818",,-,
STM,SUNSTONE METALS LTD,77049622,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tkz2423lx5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"10,307",$A’000,Unused,$A’000
IIQ,INOVIQ LTD,77295710,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1yqqskkbpsm.pdf,Appendix 4C and Quarterly Activities Report - June 2023,"7,813",$A’000,-,$A’000
AMN,AGRIMIN LIMITED,77855171,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0bq1s8tckjk.pdf,Appendix 5B Cash Flow Report,"2,231",$A’000,-,$A’000
CRR,CRITICAL RESOURCES LIMITED,79300174,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3sy3wmbf76n.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,998",$A’000,-,$A’000
FMS,FLINDERS MINES LIMITED,79358831,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s43hzwc13jz1.pdf,Quarterly Cashflow Report,"6,087",$A’000,-,$A’000
EXR,ELIXIR ENERGY LIMITED,81069846,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3wtyczhms53.pdf,Quarterly Activities Report and Appendix 5B,"9,555",$A’000,-,$A’000
CSS,CLEAN SEAS SEAFOOD LIMITED,82744756,2022-10-24,https://announcements.asx.com.au/asxpdf/20221024/pdf/45gnglb0gx8gxm.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"12,161",$A’000,"5,144",$A’000
NHE,NOBLE HELIUM LIMITED,83671520,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2hflq3992xd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,044",$A’000,-,$A’000
GSS,GENETIC SIGNATURES LIMITED,84609538,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4bysd82c1d4.pdf,Quarterly update and Appendix 4C,"16,349",$A’000,Unused,$A’000
TTM,TITAN MINERALS LIMITED,84676391,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5kts4p82c04.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,131,$US’000,"2,221",$US’000
IXR,IONIC RARE EARTHS LIMITED,84841256,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ms9wnnfbnh.pdf,June Quarterly Activities and Cash Flow Reports,"11,117",$A’000,-,$A’000
HAV,HAVILAH RESOURCES LIMITED,85492587,2023-05-26,https://announcements.asx.com.au/asxpdf/20230526/pdf/05q2r3v4pmvp77.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,133,200",A$,"279,410",A$
ART,AIRTASKER LIMITED,85592013,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20fbbw8sf17.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"16,554",A$’000,-,A$’000
DRX,DIATREME RESOURCES LIMITED,85784460,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0wcx4vhh9pt.pdf,Appendix 5B Cash Flow Report,"*12,827",$A’000,"1,500",$A’000
GEN,GENMIN LIMITED,85791314,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s612jrz8lnl3.pdf,Quarterly Cashflow Report,"1,135",$US’000,-,$US’000
EL8,ELEVATE URANIUM LTD,86137883,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3pl30kz0kwl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"10,059",$A’000,Unused,$A’000
IMR,IMRICOR MEDICAL SYSTEMS INC.,86263568,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0p6jh8fcn5x.pdf,Imricor Q2 FY23 Quarterley Activities Report and Appendix 4C,"1,509",$USD’000,33,
TGM,THETA GOLD MINES LIMITED,87509376,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4kt3xm0sxgm.pdf,Quarterly Activities and Cashflow Report 30 June 2023,"1,886",$US’000,"9,326",$US’000
RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,87624166,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqrjhsc7g38h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"18,772",$A’000,-,$A’000
POS,POSEIDON NICKEL LIMITED,88504803,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5ynf64mgq46.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,701",$A’000,-,$A’000
CCR,CREDIT CLEAR LIMITED,88696587,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1qns891p2cz.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"12,002",$A’000,Unused,$A’000
KGL,KGL RESOURCES LIMITED,90766698,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0pblsfdfmx8.pdf,30 June 2023 Quarterly Activities and Cashflow Report,"22,514",$A’000,-,$A’000
VRX,VRX SILICA LIMITED,92466500,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rj5n7395w6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,582",$A’000,-,$A’000
BEZ,BESRA GOLD INC.,92656894,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5crt52h7pw1.pdf,Appendix5B Quarterly Cash Flow Report,"1,023",$A’000,-,$A’000
CAE,CANNINDAH RESOURCES LIMITED,92726692,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5t1fjjhhs78.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,659,$A’000,-,$A’000
NAM,NAMOI COTTON LIMITED,93028736,2023-06-29,https://announcements.asx.com.au/asxpdf/20230629/pdf/05r30rs3yt15pv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,377",$A’000,"52,580",$A’000
ADN,ANDROMEDA METALS LIMITED,93308128,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s12dsxbcql2p.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6,,financing,
AW1,AMERICAN WEST METALS LIMITED,93725518,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5rwslzmvj9n.pdf,Quarterly Activities and Cashflow Report,"3,517",$A’000,‐,$A’000
KED,KEYPATH EDUCATION INTERNATIONAL INC.,94147296,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s053ryh0zq61.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"46,840",$US’000,-,$US’000
MNB,MINBOS RESOURCES LIMITED,94948410,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vpbfjnh4sc.pdf,Quarterly Cashflow Report,"12,139",$A’000,-,$A’000
RHY,RHYTHM BIOSCIENCES LIMITED,95609776,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4qstwq8scfj.pdf,Appendix 4C and Market Update,"4,127",$A’000,Unused,$A’000
DTZ,DOTZ NANO LIMITED,96088524,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57ycs7y19y0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,149",$US’000,Unused,$US’000
AUC,AUSGOLD LIMITED,96437931,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1y27tddftck.pdf,June 2023 Quarterly Report and Appendix5B,"9,412",$A’000,-,$A’000
TNC,TRUE NORTH COPPER LIMITED,96945945,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5ctw238nt5n.pdf,TNC Appendix 5B Quarterly Cash Flow Report,"3,492",$A’000,-,$A’000
TPD,TALON ENERGY LTD,97254423,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2cxy322jhvp.pdf,Quarterly Activities/Appendix 5B Cash Flow Reports,"9,154",$A’000,-,$A’000
BC8,BLACK CAT SYNDICATE LIMITED,97409905,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3sf4cw44884.pdf,Quarterly Activities Report and Appendix 5B,"4,656",$A’000,734,$A’000
LMG,LATROBE MAGNESIUM LIMITED,98354675,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxq0rt1xlw3f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,892",$A’000,"20,000",$A’000
LPD,LEPIDICO LTD,99297974,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryxxrn86czw2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"10,832",$A’000,Up,$A’000
MMI,METRO MINING LIMITED,100400988,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry22k30970f0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"20,187",$A’000,,$A’000
HZR,HAZER GROUP LIMITED,100561808,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rgzd5ykkwrtw.pdf,Appendix 4C - quarterly,"9,282",,0,$
CVV,CARAVEL MINERALS LIMITED,100628718,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s03mv2mqzjzv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,054",$A’000,-,$A’000
FLC,FLUENCE CORPORATION LIMITED,100835875,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3xt4w706q72.pdf,Appendix 4C - Quarterly,"18,129",US$’000,"30,771",US$’000
PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,102316589,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rww0k8rbfn1j.pdf,June 2023 Quarterly Activities Report and Appendix 4C,6.,,0,
BYE,BYRON ENERGY LIMITED,102732535,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5h2d651mgy7.pdf,Quarterly Activities and Cashflow Report,"4,224",US$’000,"2,000",$’000
MLG,MLG OZ LIMITED,102755914,2023-07-04,https://announcements.asx.com.au/asxpdf/20230705/pdf/05r9x7f8fbkmgx.pdf,BGL:Early cash flow via toll treating agreement with Genesis,,,,
CAI,CALIDUS RESOURCES LIMITED,103339576,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s05kqz5gn7m6.pdf,Quarterly Activities Report and Quarterly Cashflow Report,"21,622",$A’000,"81,000",$A’000
CEL,CHALLENGER GOLD LIMITED,103692280,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57n2w3tdhbc.pdf,Quarterly Cashflow Report,"12,012",$A’000,-,$A’000
EMV,EMVISION MEDICAL DEVICES LTD,104406391,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tz10l7v8l7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"9,929",$A’000,-,$A’000
3DP,POINTERRA LIMITED,105059962,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53nr87mh6d3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,491",$A’000,-,$A’000
SRL,SUNRISE ENERGY METALS LIMITED,105115035,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxypz6fv2g6w.pdf,June 2023 Quarterly Activities and Cash Flow,"16,827",$A’000,-,$A’000
JRL,JINDALEE RESOURCES LIMITED,105290403,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5xpv1gy1lxk.pdf,Quarterly Cashflow Report - June 2023,"2,304",$A’000,-,$A’000
ATC,ALTECH BATTERIES LTD,105812857,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1gmh1v2vvtb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,571",$A’000,-,$A’000
IMA,IMAGE RESOURCES NL,106166151,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49s7tm4r6q0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"62,477",$A’000,140,$A’000
E25,ELEMENT 25 LIMITED,106589864,2023-07-31,https://announcements.asx.com.au/asxpdf/20230801/pdf/05s67xzvgqfns9.pdf,Quarterly Appendix 5B Cash Flow Report,"26,927*",$A’000,-,$A’000
GAL,GALILEO MINING LTD,106717461,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rql016gftnfn.pdf,Quarterly Cash Flow Report June 2023,"14,457",$A’000,-,$A’000
RCE,RECCE PHARMACEUTICALS LTD,106952586,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5xv56nt12p6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,561,578",Previous,Nil,Amount
ORN,ORION MINERALS LTD,107293923,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dzljcjz47p.pdf,Quarterly Cashflow Report,"7,564",$A’000,"2,785",$A’000
SMN,STRUCTURAL MONITORING SYSTEMS PLC,107343701,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57l2xzgrl06.pdf,Appendix 4C and Quarterly Update - June 2023,961,$A’000,"9,005",$A’000
SMI,SANTANA MINERALS LIMITED,107781631,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2761kmh2qh3.pdf,Quarterly Activities and Cashflow Reports,"17,213",$A’000,-,$A’000
LME,LIMEADE INC.,108286858,2023-06-09,https://announcements.asx.com.au/asxpdf/20230609/pdf/05qhsb60ztjsb7.pdf,WebMD to Acquire Limeade for A$0.425 per Share/CDI in cash,,,,
BKT,BLACK ROCK MINING LIMITED,108722014,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rrqrvxxyd2vr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"11,694",$A’000,-,$A’000
FHE,FRONTIER ENERGY LIMITED,109134127,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3pq3b06l57j.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"8,811",$A’000,-,$A’000
LEG,LEGEND MINING LIMITED,110256133,2023-07-17,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqgcvc82ptw3.pdf,June 2023 Quarterly Cashflow Report,"15,536",$A’000,-,$A’000
TVN,TIVAN LIMITED,110516988,2023-07-24,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxp3qwrp2656.pdf,TVN Tivan Appendix 5B Cash Flow Report,"1,298",$A’000,Unused,$A’000
EQR,EQ RESOURCES LIMITED,110586520,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4r8pxpggwh2.pdf,Quarterly Activities and Cash Flow Report June 2023,"5,336",$A’000,"5,500",$A’000
VHM,VHM LIMITED,112721556,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s040tmtwcqyf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"20,649",$A’000,-,$A’000
LRK,LARK DISTILLING CO. LTD,113145066,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48xtvhx6hfx.pdf,June 2023 Quarterly Update and Appendix 4C,"7,160",$A’000,-,$A’000
EUR,EUROPEAN LITHIUM LIMITED,114327612,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3qy64s97ps8.pdf,Quarterly Activities Report and Appendix 5B,"13,145",$A’000,-,$A’000
MDX,MINDAX LIMITED,114551292,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5r0qjqxsr86.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,628",$A’000,-,$A’000
RTR,RUMBLE RESOURCES LIMITED,114614885,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5669gzvjc5r.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,179",$A’000,-,$A’000
NXS,NEXT SCIENCE LIMITED,114912722,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s068rp16yzjk.pdf,Appendix 4C - 30 June 2023,"3,483",$USD’000,-,$USD’000
ARL,ARDEA RESOURCES LIMITED,115169497,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s04dt912fych.pdf,June 2023 Quarterly Activities and Cashflow Report,"10,648",$A’000,-,$A’000
LCY,LEGACY IRON ORE LIMITED,115322872,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s554j6ctr204.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,,,,
AGE,ALLIGATOR ENERGY LIMITED,115707163,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3q54d67gmy0.pdf,Quarterly Activities Report and 5B Cashflow - June 2023,"18,480",$A’000,-,$A’000
EEG,EMPIRE ENERGY GROUP LIMITED,115968172,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqnsx535n65l.pdf,Quarterly Appendix 5B Cash Flow Report,"23,329,677",$A,"15,079,200",$A
DEV,DEVEX RESOURCES LIMITED,116795251,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2mt5mr60s0q.pdf,Quarterly Activities and Cashflow Report - June 2023,"12,674",$A’000,-,$A’000
G6M,GROUP 6 METALS LIMITED,120325174,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5f3xbdl5vs7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"9,032",$A’000,"52,164",$A’000
BET,BETMAKERS TECHNOLOGY GROUP LTD,122660408,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4cc0cmjwtt0.pdf,Appendix 4C,"41,041",$A’000,-,$A’000
WC8,WILDCAT RESOURCES LIMITED,123130746,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3q9494l94g7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"8,820",$A’000,Unused,$A’000
MNS,MAGNIS ENERGY TECHNOLOGIES LTD,123847306,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2362h2lx7bt.pdf,4th Quarter Activities and Appendix 5B,"22,246",$A’000,"150,631",$A’000
AND,ANSARADA GROUP LIMITED,124176440,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz34sy305hb3.pdf,Quarterly Activities & Appendix 4C Cash Flow Report,"20,182",$A’000,-,$A’000
PEK,PEAK RARE EARTHS LIMITED,124307464,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3sh4sq6ld5d.pdf,Quarterly Activities Report and Appendix 5B - June 2023 Qtr,"25,852",$A’000,64,$A’000
MDR,MEDADVISOR LIMITED,125572821,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s458xp2td430.pdf,4C Q4 FY23 Medadvisor Quarterly Update - 31 July 2023,"14,199",,"11,801",Amount
MAP,MICROBA LIFE SCIENCES LIMITED,129051177,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0cz2q62p618.pdf,Q4 FY23 Quarterly Activities Report & Appendix 4C,"32,044",$A’000,(335),$A’000
CKA,COKAL LIMITED,129473878,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20kk1stnlws.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,342",US$’000,"19,950",US$’000
RXM,REX MINERALS LIMITED,130413269,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5h6d38rd3ng.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,568",$A’000,-,$A’000
ESS,ESSENTIAL METALS LIMITED,131741384,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwjh6zwhrc3w.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,966",$A’000,-,$A’000
HGO,HILLGROVE RESOURCES LIMITED,131926000,2023-07-17,https://announcements.asx.com.au/asxpdf/20230717/pdf/05rpcgs5d24n54.pdf,Quarterly Report and Appendix 5B for 30 June 2023,"35,039",$A’000,-,$A’000
MCA,MURRAY COD AUSTRALIA LIMITED,134006843,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1vrkbyn9nf7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"11,033",$A’000,"2,605",$A’000
MI6,MINERALS 260 LIMITED,136890000,2023-07-17,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqgwwk39n47m.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"17,076",$A’000,-,$A’000
COB,COBALT BLUE HOLDINGS LIMITED,136921286,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5144ksh1jt9.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"15,616",$A’000,-,$A’000
KIL,KILAND LTD,137651495,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0fzfxyw0h17.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"38,249",$A’000,"8,835",$A’000
CCV,CASH CONVERTERS INTERNATIONAL,138059903,2023-07-06,https://announcements.asx.com.au/asxpdf/20230707/pdf/05rdr0ywfk59yl.pdf,Settlement of UK Franchise Group - Capital Cash,,,,
PEN,PENINSULA ENERGY LIMITED,138275500,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s46b5n5bqs1s.pdf,Quarterly Cashflow Report,"21,455",$US’000,-,$US’000
AXE,ARCHER MATERIALS LIMITED,138891622,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0n3rbqj5n5z.pdf,Quarterly Activity Report & Appendix 4C,"23,317",$A’000,-,$A’000
AVL,AUSTRALIAN VANADIUM LIMITED,139707519,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2bf9dxbp5vd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,*,$A’000,-,$A’000
88E,88 ENERGY LIMITED,140755078,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3z5gftdz830.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,321",$A’000,-,$US’000
AEE,AURA ENERGY LIMITED,141872327,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4kr1k65tlfl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"11,276",$A’000,-,$A’000
ONE,ONEVIEW HEALTHCARE PLC,143520461,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz1lyflkng5h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,611",€’000,-,€’000
BUB,BUBS AUSTRALIA LIMITED,146514695,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s412rvscph81.pdf,Bubs Q4 FY23 Quarterly Activity and Cashflow Statement,"26,053",$A’000,"2,000",$A’000
CYL,CATALYST METALS LIMITED,146771904,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3nt06dynxcp.pdf,Quarterly cash flow report,"31,791",$A’000,"32,837",$A’000
IHL,INCANNEX HEALTHCARE LIMITED,149178974,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1j7qjmtm8q2.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"33,363",$A’000,-,$A’000
