key,name,cap,document_date,url,header,cash_flow,dollar_sign,debt_flow
VIG,VICTOR GROUP HOLDINGS LIMITED,17166800,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pvk2grl4ql.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,767000.0,$A,0.0
RNE,RENU ENERGY LIMITED,17179583,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s41gvyyjsxr2.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1308000.0,$A,0.0
FRM,FARM PRIDE FOODS LIMITED,17262943,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5rrns91vr89.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1988000.0,$A,15815000.0
ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,17336274,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2hst1s3jz6v.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1286000.0,$A,1968000.0
PAT,PATRIOT LITHIUM LIMITED,17365000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nj4kvl3h03.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5103000.0,$A,0.0
FFG,FATFISH GROUP LIMITED,17411182,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5sv7sywdj3z.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
RNO,RHINOMED LIMITED,17428901,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4666pfmh5m1.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,226000.0,$A,5790000.0
PGM,PLATINA RESOURCES LIMITED,17449049,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s545wdmz8h02.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,497000.0,$A,check
ADV,ARDIDEN LTD,17474180,2023-07-19,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rssfdn95ngms.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,9353000.0,$A,check
MM8,MEDALLION METALS LIMITED.,17513917,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s52bs40pbthm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,498000.0,$A,4000000.0
ALY,ALCHEMY RESOURCES LIMITED,17671144,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5yg60bcchd8.pdf,Quarterly Cashflow Report - June 2023,5005000.0,$A,0.0
BTE,BOTALA ENERGY LTD,17704647,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4l6dwfqk2jg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1867000.0,$A,17000.0
AAU,ANTILLES GOLD LIMITED,17709993,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jjydn02kw3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1165000.0,$US,563000.0
ETR,ENTYR LIMITED,17791685,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4n7w2v881jp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1347000.0,$A,2600000.0
ABE,AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,17803077,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49v877v2v33.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5863000.0,$A,0.0
CNQ,CLEAN TEQ WATER LIMITED,17941740,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1w2vc5r7m32.pdf,June 2023 Quarterly Activities Report and Appendix 4C,4848000.0,A$,0.0
ENA,ENSURANCE LTD,18031185,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s59ycms1bvfj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5428000.0,$A,0.0
EVZ,EVZ LIMITED,18093288,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20c7g83xmzv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,4549000.0
TRP,TISSUE REPAIR LTD,18139453,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ryccj2kjc3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,21396000.0,$A,0.0
GMN,GOLD MOUNTAIN LIMITED,18152629,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4r042705nhc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1301000.0,$A,0.0
AT1,ATOMO DIAGNOSTICS LIMITED,18176068,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0dczns0fx3b.pdf,Appendix 4C - 30 June 2023,check,,check
EGY,ENERGY TECHNOLOGIES LIMITED,18233631,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s267hvvhvknp.pdf,Appendix 4C and Cover Ltr qtr ending 30 June 2023,49000.0,$A,11925000.0
FZR,FITZROY RIVER CORPORATION LTD,18352223,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3ps37zxytjm.pdf,Quarterly Activities & Cashflow Report,1758000.0,$A,check
CMD,CASSIUS MINING LIMITED,18378944,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s244vzn332p0.pdf,Appendix 5B,1454000.0,$A,0.0
GGE,GRAND GULF ENERGY LIMITED,18427717,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qv8rjwmzmr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1223000.0,$A,0.0
OKR,OKAPI RESOURCES LIMITED,18508602,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2vj2278lb8x.pdf,Quarterly Cashflow Report,1469000.0,$A,0.0
SKS,SKS TECHNOLOGIES GROUP LIMITED,18594966,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryz6w2kqvdp0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,1761000.0
8CO,8COMMON LIMITED,18599877,2023-07-11,https://announcements.asx.com.au/asxpdf/20230711/pdf/05rjfh5nh2k80c.pdf,Appendix 4C and Activity Report,1812000.0,$A,0.0
BPH,BPH ENERGY LTD,18604710,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rm4y5k1m6zq0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5614000.0,$A,88000.0
E33,EAST 33 LIMITED..,18687193,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7z5t04w6hl.pdf,Quarterly Cash Flow Report & Appendix 4C,893000.0,$A,14215000.0
GSR,GREENSTONE RESOURCES LIMITED,18773367,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3pz42dtw3x5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1057000.0,$A,0.0
NIM,NIMY RESOURCES LIMITED,18866370,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5z4wbccffc0.pdf,Quarterly Activities and Cashflow Report,621000.0,$A,0.0
AML,AEON METALS LIMITED.,18878511,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s46d80jvz51t.pdf,Quarterly Activities Report and Appendix 5B,1271000.0,$A,35766000.0
BTR,BRIGHTSTAR RESOURCES LIMITED,18888183,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s445f193174g.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,425000.0,$A,check
RDM,RED METAL LIMITED,18910564,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s44ppvx5lv08.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6649000.0,$A,0.0
BMR,BALLYMORE RESOURCES LIMITED,19005644,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5b4lb0w1pm0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1475000.0,$A,check
ZLD,ZELIRA THERAPEUTICS LIMITED,19063220,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hy9v5bl80v.pdf,Appendix 4C Cash Flow Report,146000.0,$A,0.0
C1X,COSMOS EXPLORATION LIMITED,19066250,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rryq8jvzcyqv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2560000.0,$A,check
SHN,SUNSHINE METALS LIMITED,19075009,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4f5kw6ql31t.pdf,Appendix 5B Cash Flow Report,3332000.0,$A,0.0
VTM,VICTORY METALS LIMITED,19152791,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqrlsgw1h7y2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3118000.0,$A,0.0
NAG,NAGAMBIE RESOURCES LIMITED,19196968,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48dqcc7bhf9.pdf,Quarterly Appendix 5B Cash Flow Report,1715000.0,$A,496000.0
SHP,SOUTH HARZ POTASH LTD,19200398,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s614vhydm6tg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2267000.0,$A,check
AJL,AJ LUCAS GROUP LIMITED,19260215,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hjq2prxglj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,14045000.0,$A,126910000.0
CG1,CARBONXT GROUP LIMITED,19270921,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5rtqp2xhjj2.pdf,Appendix 4C,4305000.0,$A,15000000.0
NUC,NUCHEV LIMITED,19413674,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzjm0j5jvhs0.pdf,Quarterly Activities Report & Appendix 4C,check,,check
BIR,BIR FINANCIAL LIMITED,19487840,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5bz6jxqxnqs.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,90000.0,$A,1330000.0
IBX,IMAGION BIOSYSTEMS LIMITED,19586499,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4wtjbhx6kjv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,454000.0,$A,2500000.0
JAL,JAMESON RESOURCES LIMITED,19967066,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s18t48c6b5ry.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2513000.0,$A,0.0
LVH,LIVEHIRE LIMITED,19972935,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryyytg055264.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5462000.0,$A,check
FXG,FELIX GOLD LIMITED,19981511,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1kgps4qv2zv.pdf,Quarterly Activities and Cashflow Report,1259000.0,$A,0.0
ADR,ADHERIUM LIMITED,19997633,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22ljghzkgv5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,9077000.0,$A,0.0
NSX,NSX LIMITED,20059903,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5k2nglfc9l8.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2426000.0,$A,0.0
CLU,CLUEY LTD,20161357,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz5pk5l5ztv0.pdf,June 2023 Quarterly Activities Report & Appendix 4C,check,,check
BIO,BIOME AUSTRALIA LIMITED,20181255,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zkqf6pghw7.pdf,Quarterly Activities & Cashflow Report,2261000.0,$A,645000.0
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,20279547,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1lwlvlvfrn3.pdf,June 2023 Quarterly Activities and Cashflow Report,2962000.0,$A,0.0
CF1,COMPLII FINTECH SOLUTIONS LTD,20414495,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rt050170wk94.pdf,June 2023 Quarterly Activities Report and Appendix 4C,check,,0.0
DTR,DATELINE RESOURCES LIMITED,20564914,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0yd4f7y1h35.pdf,Quarterly Cash Flow Report,check,,check
PAB,PATRYS LIMITED,20574173,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz6ttj8c1fwl.pdf,Appendix 4C - Quarterly - 30 June 2023,3045000.0,$A,0.0
MLS,METALS AUSTRALIA LTD,20593194,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nvyqn24d1b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,15921000.0,$A,0.0
HMD,HERAMED LIMITED,20684050,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fbnnp3xytm.pdf,Quarterly Activities & Cashflow Report,824000.0,$USD,0.0
AS2,ASKARI METALS LIMITED,20710374,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4thr44s0t54.pdf,Quarterly Appendix 5B Cash Flow Report,3453000.0,$A,0.0
PHO,PHOSCO LTD,20855415,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzjj9n83k5yr.pdf,June 2023 Quarterly Activities and Cashflow Report,1192000.0,$A,0.0
VSR,VOLTAIC STRATEGIC RESOURCES LTD,20906858,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4zgrs73cpr3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4327000.0,$,0.0
ALV,ALVO MINERALS LIMITED,20938715,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4svvy6fqzsq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2478000.0,$A,0.0
CBE,COBRE LIMITED,20944503,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4qnq34wryfd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5766000.0,$A,0.0
XRG,XREALITY GROUP LTD,20978290,2023-07-14,https://announcements.asx.com.au/asxpdf/20230714/pdf/05rmq3wy8zw3g0.pdf,Quarterly Activities Report and Appendix 4C - 30 Jun 23,1383160.0,$A,7582333.0
CHM,CHIMERIC THERAPEUTICS LIMITED,21176118,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s597pc5s7gqn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5370000.0,$A,0.0
AYA,ARTRYA LIMITED,21205528,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rws6gws6nm2f.pdf,Quarterly Activity Report and Appendix 4C-June 2023,20132000.0,$A,0.0
ROG,RED SKY ENERGY LIMITED.,21208909,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s15n71jyc16s.pdf,Quarterly Activities and Cashflow Report,3330000.0,$A,check
FRX,FLEXIROAM LIMITED,21234935,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4c0t9fdzvwq.pdf,Quarterly Update and Appendix 4C - June 2023,1299000.0,$A,0.0
LNR,LANTHANEIN RESOURCES LTD,21309936,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0bhxlqqgzj0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2892000.0,$A,0.0
SKY,SKY METALS LIMITED,21364169,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s599ylspr9rk.pdf,Quarterly Cashflow Report - June 2023,3878000.0,$A,0.0
ABX,ABX GROUP LIMITED,21464718,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4sd1x0m2xmv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5919000.0,$A,0.0
BBX,BBX MINERALS LIMITED,21514530,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s59lqvl02h6d.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1655000.0,$A,2250000.0
OD6,OD6 METALS LIMITED,21514656,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rgz7s11y0j9p.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3515000.0,$A,0.0
YBR,YELLOW BRICK ROAD HOLDINGS LIMITED,21541176,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1rtlcd45y32.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,8059000.0,$A,1188000.0
LM1,LEEUWIN METALS LTD,21541835,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5d5cgf0vmd4.pdf,June 2023 Quarterly Activities Report and Appendix 5B,6065000.0,$A,0.0
SKF,SKYFII LTD,21589408,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4k2c33rkn7g.pdf,Skyfii Quarterly Business Review and Appendix 4C,3788000.0,$A,2050000.0
OCN,OCEANA LITHIUM LIMITED,21596970,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s61bzsfc8459.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2717000.0,$A,0.0
CPN,CASPIN RESOURCES LIMITED,21681103,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxrj38dfd8r5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4255000.0,$A,check
POD,PODIUM MINERALS LIMITED,21860196,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3qh51zwpp4f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3557000.0,$A,0.0
ICL,ICENI GOLD LIMITED,21900000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5p4lkkjrdf1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1011000.0,$A,789000.0
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,22040599,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rsxztnyfsp44.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3015000.0,US$,2649000.0
SCN,SCORPION MINERALS LIMITED,22125196,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5zv0zd5b739.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,389000.0,$A,1175000.0
QML,QMINES LIMITED,22152989,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4r6pz1jzxrc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2291000.0,$A,0.0
ARN,ALDORO RESOURCES LIMITED,22212918,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s14ls97h4c2j.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2899000.0,$A,0.0
HRZ,HORIZON MINERALS LIMITED,22303478,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryx2krfy53d6.pdf,Quarterly Cash Flow Report 30 June 2023,5799000.0,$A,check
MAG,MAGMATIC RESOURCES LIMITED,22315574,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1qcsq7zryx8.pdf,Quarterly Cashflow Report - June 2023,2855000.0,$A,0.0
MZZ,MATADOR MINING LIMITED,22390491,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzly94m824zm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5513000.0,$CAD,109000.0
WIA,WIA GOLD LIMITED,22441693,2023-07-24,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxm59ksmd5tf.pdf,June Quarterly Activities Report and Appendix 5B,1216000.0,$A,0.0
YOJ,YOJEE LIMITED,22669248,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz4klm4tzzbh.pdf,Quarterly Activities Report & Appendix 4C - Jun 2023,3581000.0,$A,0.0
S3N,SENSORE LTD.,22751576,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3wryfybj8kp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1881000.0,$A,320000.0
TAL,TALIUS GROUP LIMITED,22786393,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rszlt4t9ds34.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,992000.0,$A,102000.0
VBS,VECTUS BIOSYSTEMS LIMITED,22871493,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s29q0g2bljs4.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
TCO,TRANSMETRO CORPORATION LIMITED,22884550,2022-10-21,https://announcements.asx.com.au/asxpdf/20221021/pdf/45gkztqygwcyn9.pdf,Quarterly Appendix 4C Cash Flow Report,check,,0.0
DOC,DOCTOR CARE ANYWHERE GROUP PLC,23104736,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtv21ngkbw0b.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
SPN,SPARC TECHNOLOGIES LIMITED,23124332,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s155jhn7kvqr.pdf,Quarterly activities and cashflow report,2957000.0,$A,check
TCG,TURACO GOLD LIMITED,23124967,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s443fkvwk22c.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4269000.0,$A,0.0
EMC,EVEREST METALS CORPORATION LTD,23297960,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwjt7jbmccxp.pdf,Quarterly Cashflow Report - June 2023,2146000.0,$A,0.0
RVS,REVASUM INC.,23301664,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry8cl1nx5m35.pdf,Q2 Quarterly Appendix 4C,693000.0,$US,7750000.0
B4P,BEFOREPAY GROUP LIMITED,23321191,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1n9kcmcy4d0.pdf,Q4FY23 Quarterly Activities and Appendix 4C Cash Flow Report,21778000.0,$A,33285000.0
CAV,CARNAVALE RESOURCES LIMITED,23334862,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0xg3s4px07t.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,919000.0,$A,0.0
ANX,ANAX METALS LIMITED,23335505,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5twy4vytfsq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1710000.0,$A,0.0
TMB,TAMBOURAH METALS LTD,23355901,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2b4pwckxk9y.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2563000.0,$A,0.0
KZR,KALAMAZOO RESOURCES LIMITED,23477202,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5c6kg9276gz.pdf,Quarterly Cashflow Report,1569000.0,$A,100000.0
MHC,MANHATTAN CORPORATION LIMITED,23490230,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s23qbytgv2l0.pdf,June 2023 Quarter Activities and Cashflow Reports,4126000.0,$A,0.0
SUV,SUVO STRATEGIC MINERALS LIMITED,23504880,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1q0z4d6ctb4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3164000.0,$A,783000.0
RHT,RESONANCE HEALTH LIMITED,23518630,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry4yn7q00m57.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6362000.0,$A,check
TIA,TIAN AN AUSTRALIA LIMITED,23817428,2022-10-31,https://announcements.asx.com.au/asxpdf/20221031/pdf/45h14b869nbpjt.pdf,Chatswood Project & Cash Advance Facility,check,,check
JXT,JAXSTA LTD,24010557,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4rdpsqn9s9m.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2966000.0,$A,112.0
CDX,CARDIEX LIMITED,24030475,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5yl8c0h3xng.pdf,June Quarterly Appendix 4C,716000.0,$A,3624000.0
NNL,NORDIC NICKEL LIMITED,24197251,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zx0xqprgm8.pdf,Quarterly Activities Report & Appendix 5B,5387000.0,$A,check
AEV,AVENIRA LIMITED,24220101,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz1bsvd8rd9f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3268000.0,$A,2975000.0
BUX,BUXTON RESOURCES LIMITED,24407196,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1hjnbmcn9dl.pdf,Quarterly Activities & Appendix 5B Cash Flow Report,4145000.0,$A,0.0
SIH,SIHAYO GOLD LIMITED,24408512,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0k8hy515ydq.pdf,Quarterly Cashflow Report,11358000.0,$A,4816000.0
JAY,JAYRIDE GROUP LIMITED,24436536,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0g3kqhm5stw.pdf,Quarterly Business Review and Appendix 4C,check,,check
OJC,THE ORIGINAL JUICE CO. LTD,24459079,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0jyfvhqd09d.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1564000.0,$A,5855000.0
GRE,GREENTECH METALS LIMITED,24780972,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0rbmm7w2vt0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2056000.0,$A,check
HTG,HARVEST TECHNOLOGY GROUP LTD,24788742,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s58z3yh0gm0h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,994000.0,$A,135000.0
MLM,METALLICA MINERALS LIMITED,24879372,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rlvcp8x0t12d.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,7107000.0,$A,check
TMS,TENNANT MINERALS LIMITED,25061302,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hgkr2qj5x0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4370000.0,$A,0.0
ARV,ARTEMIS RESOURCES LIMITED,25118694,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s431ty7lk1y2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1649000.0,$A,0.0
ANL,AMANI GOLD LIMITED,25143441,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2pr23g9p9p4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6958000.0,$A,0.0
EME,ENERGY METALS LTD,25161997,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ryl8yr8tgjcw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,13729000.0,$A,check
TSO,TESORO GOLD LTD,25286702,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzgw3w2lfcd5.pdf,Quarterly Cashflow Report,2816000.0,$A,check
IME,IMEXHS LIMITED,25346881,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1y05xnsfm42.pdf,2023 Q2 Quarterly Activities Report and Appendix 4C,check,,check
WLD,WELLARD LIMITED,25500015,2022-04-27,https://announcements.asx.com.au/asxpdf/20220427/pdf/458cdbqb5t92xl.pdf,Appendix 4C - Quarterly Cash Flow Q3,17425000.0,$US,9305000.0
