key,name,cap,document_date,url,header,cash_flow,dollar_sign,debt_flow
NSM,NORTH STAWELL MINERALS LTD,10691303,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4md59zkbyw7.pdf,Quarterly Cashflow Report,check,,check
BVR,BELLAVISTA RESOURCES LTD,10692902,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3tn2scg8929.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1032000.0,$A,0.0
VPR,VOLT POWER GROUP LIMITED,10716208,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s21rp1fhkydf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1918000.0,$A,471000.0
LYN,LYCAON RESOURCES LTD,10726563,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2l785wd75j3.pdf,Quarterly Appendix 5B Cash Flow Report - June 2023,2478000.0,$A,0.0
LIO,LION ENERGY LIMITED,10728296,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzkj8tgc9mdp.pdf,Quarterly Cashflow Report,3532000.0,$US,0.0
1AE,AURORA ENERGY METALS LIMITED,10743824,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwst645fq3y6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3554000.0,$A,0.0
GUL,GULLEWA LIMITED,10767521,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lkr9kggs4n.pdf,Quarterly Cash Flow Report,5860000.0,$A,check
DYM,DYNAMIC METALS LIMITED,10776700,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1wtmkzv6djg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4413000.0,$A,0.0
RWD,REWARD MINERALS LTD,10936951,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx1lftx4nxq1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2448000.0,$A,2800000.0
SHE,STONEHORSE ENERGY LIMITED,10951361,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3ynb079nmnb.pdf,Quarterly Activity and Cashflow Report,10738000.0,$A,0.0
LRV,LARVOTTO RESOURCES LIMITED,10971412,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s62jkb1wbnqn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3691000.0,$A,0.0
CNJ,CONICO LTD,10990665,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwrbnj4139mb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,736000.0,$A,0.0
ADD,ADAVALE RESOURCES LIMITED,11011493,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2myjrlbwvkv.pdf,Quarterly Activities and Cashflow Report,893000.0,$A,2075000.0
MHK,METAL HAWK LIMITED.,11027942,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20plvw96h1z.pdf,Quarterly Activities / Appendix 5B Cash Flow Report,933000.0,$A,0.0
GML,GATEWAY MINING LIMITED,11186009,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s23bk184yt0k.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1411000.0,$A,check
BMM,BALKAN MINING AND MINERALS LIMITED,11298323,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s52dw0jxtf5s.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2121000.0,$A,0.0
LNU,LINIUS TECHNOLOGIES LIMITED,11366372,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pxkznp68ky.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,481000.0,$A,0.0
PVT,PIVOTAL METALS LIMITED,11436607,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1l5n2sw6r43.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5535000.0,$A,1000000.0
XTC,XANTIPPE RESOURCES LIMITED,11480100,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5vj880mgvrc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,968000.0,$A,0.0
TEE,TOP END ENERGY LIMITED,11488125,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s26z5vrg73kl.pdf,Appendix 5B,3627000.0,$A,0.0
KTA,KRAKATOA RESOURCES LIMITED,11512168,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s17y7jwgnmsf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,952000.0,$A,check
ASR,ASRA MINERALS LIMITED,11523097,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2shs11czj60.pdf,Quarterly Activities and Cashflow Report,864000.0,$A,2500000.0
AQD,AUSQUEST LIMITED,11552089,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4604f8nw0nm.pdf,Quarterly Activities and Cashflow Report,3733000.0,$A,0.0
APL,ASSOCIATE GLOBAL PARTNERS LIMITED,11621013,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx3b7m3vkf5k.pdf,Quarterly Activity Report and Appendix 4C,4053000.0,$A,1252000.0
MXR,MAXIMUS RESOURCES LIMITED,11645536,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqwcwpkvmzfg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3632000.0,$A,0.0
LGM,LEGACY MINERALS HOLDINGS LIMITED,11649704,2023-07-12,https://announcements.asx.com.au/asxpdf/20230712/pdf/05rkncg74mw9x3.pdf,Quarterly Activities and Cashflow Reports June 2023,1624000.0,$A,0.0
NWM,NORWEST MINERALS LIMITED,11660649,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ps7c4k85h5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1014000.0,$A,0.0
1CG,ONE CLICK GROUP LIMITED,11674119,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3yxfpfd8156.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1499000.0,$A,775000.0
MXC,MGC PHARMACEUTICALS LTD,11677079,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qxhj0hpsxn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,259000.0,$A,6948000.0
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED,11725016,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rgxrv655q07x.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,513000.0,$US,check
ARD,ARGENT MINERALS LIMITED,11789812,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwjy7ctkqsd1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1976000.0,$A,0.0
MIL,MILLENNIUM SERVICES GROUP LIMITED,11790815,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rynn7skps7kx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3272000.0,$A,6871000.0
MMC,MITRE MINING CORPORATION LIMITED,11791026,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4zdrs32ttxn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2678000.0,$A,0.0
OAR,OAR RESOURCES LIMITED,11804111,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2jr0zm7p2lp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1218000.0,$A,1750000.0
LSA,LACHLAN STAR LIMITED,11871114,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4wcrw0zgjj7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3367000.0,$A,0.0
CMG,CRITICAL MINERALS GROUP LIMITED,11901600,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0zwbyr5c606.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2706000.0,$A,0.0
MQR,MARQUEE RESOURCES LIMITED,11905470,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2py5thhnsh0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
EVG,EVION GROUP NL,11912083,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s23n63tjyfgk.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4303000.0,$A,0.0
OSX,OSTEOPORE LIMITED,11928735,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s42b50p62kb2.pdf,Activities Update Qtr Ending June 2023 and Appendix 4C,1857000.0,$A,0.0
THR,THOR ENERGY PLC,11964564,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s45r2pw7g6jq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1711000.0,$A,check
RIM,RIMFIRE PACIFIC MINING LIMITED,12031468,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s538py1f0spv.pdf,June 2023 Quarterly Activities and Cashflow Report,check,,0.0
AMD,ARROW MINERALS LTD,12095060,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rq5gh7d17l.pdf,Quarterly Activities and Cashflow Report,989000.0,$A,0.0
ALM,ALMA METALS LIMITED,12254009,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3v11hw8w79h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2561000.0,AUD$,0.0
BPP,BABYLON PUMP & POWER LIMITED,12288857,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwhl7l7sncs3.pdf,Babylon Quarterly Update and Appendix 4C,1565000.0,$A,check
AJQ,ARMOUR ENERGY LIMITED,12303355,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5t3nb0ckjlc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
GPR,GEOPACIFIC RESOURCES LTD,12317867,2023-07-28,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3mhhq8zfvq8.pdf,Quarterly Activities Report and 5B Cashflow - June 2023,4638000.0,$A,0.0
GBZ,GBM RESOURCES LIMITED,12319224,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4zbnfdzvg9f.pdf,Quarterly Activities Report and Appendix 5B,1901000.0,$A,7503000.0
EFE,EASTERN RESOURCES LIMITED,12419465,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1z8j6j04749.pdf,Appendix 5B Cashflow Report,5906000.0,$A,0.0
Z2U,ZOOM2U TECHNOLOGIES LIMITED,12596085,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0rqpb4ghl6z.pdf,Amended Appendix 4C,check,,4030000.0
FDR,FINDER ENERGY HOLDINGS LIMITED,12600000,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1klpnzhfrvy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,9506000.0,$A,0.0
PFT,PURE FOODS TASMANIA LIMITED,12620090,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxcrl9nqnpb0.pdf,Activities Statement and Appendix 4C,check,,check
DCL,DOMACOM LIMITED,12629551,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s523wwjwd5hj.pdf,Appendix 4C - quarterly,486000.0,$A,3600000.0
ODM,ODIN METALS LIMITED,12735076,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zch81sbtv0.pdf,ODM June 2023 Quarterly Activities Report & Appendix 5B,3299000.0,$A,check
T88,TAITON RESOURCES LIMITED,12776670,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tg02w7fffd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4627000.0,$A,0.0
CAZ,CAZALY RESOURCES LIMITED,12781874,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0vgzq22dwdn.pdf,Quarterly Activities and Cash Flow Report,3793000.0,$A,check
CST,CASTILE RESOURCES LTD,12820829,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0ptn37x1xd4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5428000.0,$A,0.0
GCM,GREEN CRITICAL MINERALS LIMITED,12824222,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5ltzxdw6jpy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2298000.0,$A,0.0
HYT,HYTERRA LTD,12896166,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2dx7l5ryllp.pdf,Quarterly Activities/ Appendix 5B Cash Flow Report,1443000.0,$A,0.0
KNO,KNOSYS LIMITED,12968322,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4624c5srwpb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2018000.0,$A,124000.0
ADS,ADSLOT LTD.,13066471,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4l8jq8z67ft.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2875000.0,$A,0.0
EVR,EV RESOURCES LTD,13103777,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4b59g6hmhwp.pdf,Quarterly Activities and Cash Flow Report,514000.0,$A,0.0
BAT,BATTERY MINERALS LIMITED,13156495,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1nfk7qf8f6p.pdf,Quarterly Cashflow Report,1666000.0,$A,0.0
IBG,IRONBARK ZINC LTD,13201058,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s06y08jfrk5f.pdf,Quarterly Cashflow Report,1266000.0,$A,0.0
SI6,SI6 METALS LIMITED,13232066,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5xkprqj11yr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,604000.0,$A,0.0
ACR,ACRUX LIMITED,13256071,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0dzllt2fp6z.pdf,Activities Statement and Appendix 4C,6232000.0,$A,check
AKN,AUKING MINING LIMITED,13266741,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwlk6c55l7bs.pdf,Quarterly Cashflow Report,1330000.0,$A,0.0
RGL,RIVERSGOLD LIMITED,13317660,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s58rdm9lcrdr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,0.0
SVG,SAVANNAH GOLDFIELDS LIMITED,13317694,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s61ph3wfygr4.pdf,Quarterly Cashflow Report,108000.0,$A,5911000.0
ESR,ESTRELLA RESOURCES LIMITED,13352147,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s454wtglx42k.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1048000.0,$A,1044000.0
MRZ,MONT ROYAL RESOURCES LIMITED,13354120,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4h19lvlj1lm.pdf,Appendix 5B - Quarterly Cash Flow Report,2235000.0,$A,0.0
RNT,RENT.COM.AU LIMITED,13355009,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s143jmxr0c4x.pdf,Quarterly Activity Report and App 4C,1508000.0,$A,0.0
LVT,LIVETILES LIMITED,13386820,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s05cr5fz16q5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6661000.0,$A,10000000.0
MEM,MEMPHASYS LIMITED.,13433285,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1nck9bm095r.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,638000.0,$A,0.0
CR9,CORELLA RESOURCES LTD,13487636,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s18mfvz2wj9l.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2419000.0,$A,0.0
CDT,CASTLE MINERALS LIMITED,13493916,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzkdhn41pqtn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2884000.0,$A,0.0
IXC,INVEX THERAPEUTICS LTD,13527693,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rh08whxhkx6y.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,22470000.0,$A,0.0
BCT,BLUECHIIP LIMITED,13559739,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1ybgw6pj38h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1723000.0,$A,690000.0
HPR,HIGH PEAK ROYALTIES LIMITED,13582166,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5z950hvthyq.pdf,June Quarterly Appendix 5B and Activities Report,1463000.0,$A,1508000.0
GTR,GTI ENERGY LTD,13634279,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxzkdx531jbr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3508000.0,$A,0.0
FNX,FINEXIA FINANCIAL GROUP LIMITED,13670190,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s591b7w4qs20.pdf,Quarterly Appendix 4C Cash Flow Report,6737000.0,$A,759000.0
AUZ,AUSTRALIAN MINES LIMITED,13730270,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qs3x1nmk8m.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4633000.0,$A,0.0
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,13737463,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22xrymypttz.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,4912000.0,$A,0.0
CI1,CREDIT INTELLIGENCE LTD,13777361,2022-08-29,https://announcements.asx.com.au/asxpdf/20220829/pdf/45dfw1s5bc8dsv.pdf,Positive Operating Cash Inflow and Consistence Performance,check,,check
BOD,BOD SCIENCE LIMITED,13780934,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5mmqqrhp6j7.pdf,Appendix 4C,2031000.0,$A,963000.0
AHK,ARK MINES LIMITED,13787593,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2g14pl7wlyt.pdf,Quarterly Appendix 5B Cash Flow Report,1142000.0,$A,0.0
EPX,EP&T GLOBAL LIMITED,13823325,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1zp88wqvkhy.pdf,Quarterly Appendix 4C,check,,581000.0
WYX,WESTERN YILGARN NL,13890189,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwhg7r71h1s4.pdf,Quarterly Report and Appendix 5B - June 2023,2134000.0,$A,0.0
RFA,RARE FOODS AUSTRALIA LIMITED,13958365,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1jfqtr58mf2.pdf,Quarterly Update & Appendix 4C,check,,902000.0
TOR,TORQUE METALS LIMITED..,13968871,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtz08f2c8h75.pdf,Quarterly Activities and Cashflow Reports,2090000.0,$A,0.0
FME,FUTURE METALS NL,14048937,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0lzkw5f0k59.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2708000.0,$A,check
AVE,AVECHO BIOTECHNOLOGY LIMITED,14054064,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxv3hbr93975.pdf,June 2023 Quarterly Activities Report & Appendix 4C,2868000.0,$A,0.0
TDO,3D OIL LIMITED,14064799,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwx56tcr16x5.pdf,June 2023 Quarterly Activities Report and Appendix 5B,3221000.0,$A,0.0
SRZ,STELLAR RESOURCES LIMITED,14083499,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz70yc26b4cp.pdf,Fourth Quarter Activities and Cash Flow Reports,1558000.0,$A,0.0
GTE,GREAT WESTERN EXPLORATION LIMITED.,14151095,2023-07-20,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtsptps1kswp.pdf,June 2023 Quarterly Cashflow Report,3021000.0,$A,check
W2V,WAY 2 VAT LTD.,14158985,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1z6dcb9wl78.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1790000.0,$A,check
G88,GOLDEN MILE RESOURCES LTD,14163749,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tpzt9j0yqy.pdf,Quarterly Appendix 5B Cash Flow Report,2357000.0,$A,0.0
1ST,1ST GROUP LIMITED,14169912,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz1jwk5rt9fj.pdf,Appendix 4C - quarterly,1443000.0,$A,6050000.0
RXH,REWARDLE HOLDINGS LIMITED,14210680,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5xhmvd3pd64.pdf,Appendix 4C Cash Flow Report,278000.0,$A,1278000.0
SNG,SIREN GOLD LIMITED,14230175,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5pkgnbl859v.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,944000.0,$A,check
KOB,KOBA RESOURCES LIMITED,14231250,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60jkd9138bh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5899000.0,$A,0.0
TNY,TINYBEANS GROUP LTD,14252561,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48vvcxdjwyg.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1544000.0,$US,check
PIL,PEPPERMINT INNOVATION LIMITED,14264998,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5mrxhlq9rnp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3071000.0,$A,0.0
PSL,PATERSON RESOURCES LTD,14302595,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5y1dwr3klth.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,585000.0,$A,0.0
GSN,GREAT SOUTHERN MINING LIMITED,14303473,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0mg2j45vbh0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1583000.0,$A,0.0
EQN,EQUINOX RESOURCES LIMITED.,14325000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3sr4jz0574y.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4267000.0,$A,0.0
CTO,CITIGOLD CORPORATION LIMITED,14368295,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx1cfsn14b13.pdf,Quarterly Activities Report and Appendix 5B,219000.0,$A,check
MKG,MAKO GOLD LIMITED,14400205,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1mskwx01rw2.pdf,Quarterly Cashflow Report,2796000.0,$A,check
AHF,AUSTRALIAN DAIRY NUTRITIONALS LIMITED,14429070,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s511ttqgmt9c.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2007000.0,$A,0.0
SLB,STELAR METALS LIMITED,14458384,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s42g8b1hkznl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3433000.0,$A,0.0
RBX,RESOURCE BASE LIMITED.,14469785,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwtgnhl9x2yj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1586000.0,$A,0.0
BMH,BAUMART HOLDINGS LIMITED,14474476,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vmbyjkxg1w.pdf,Quarterly Report & Appendix 4C - June 2023,80000.0,$A,151000.0
AQN,AQUIRIAN LIMITED,14501120,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pkndhqw040.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3322000.0,$A,7156000.0
NOR,NORWOOD SYSTEMS LIMITED,14508647,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5gcjj8nbhkf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,380000.0,$A,124000.0
SLS,SOLSTICE MINERALS LIMITED,14541587,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxnvr7kwrxhj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,9997000.0,$A,0.0
PPY,PAPYRUS AUSTRALIA LIMITED,14681028,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s10vxcxl2mfc.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,424000.0,$A,check
TTT,TITOMIC LIMITED,14683078,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s414s9h4l36r.pdf,Appendix 4C - Quarterly Cash Flow Report - 31 July 2023,check,,check
MEG,MEGADO MINERALS LTD,14758422,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4s0m4rhqbs0.pdf,Quarterly Activities Report & Appendix 5B,2263000.0,$A,check
MEL,METGASCO LTD,14894414,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50q5k5ktrjb.pdf,Quarterly Activities and Appendix 5B June 2023,642000.0,$A,2100000.0
PXX,POLARX LIMITED,14945154,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5srzkhc61xp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,732000.0,$A,0.0
